StartDate,EndDate,Progress,Durationinseconds,ID,Consent,Consent_check,Consent_NY_2ndchance,Country,Country_5_TEXT,Relationship,Relationship_list,Relationship_list_12_TEXT,Gender,Gender_list,Gender_list_38_TEXT,Gender_assigned,Sex_identity,Sex_identity_7_TEXT,Sex_Attraction,Sex_Attraction_7_TEXT,Sex_Experiences,Sex_Experiences_7_TEXT,SES_ladder,Skin_colour_choice,Weight_metric,Weight_kilograms_1,Weight_Pounds_1,Weight_StonesPounds_1,Weight_StonesPounds_2,Body_dissat_M_1,Body_dissat_M_2,Body_dissat_M_3,Body_dissat_M_4,Body_dissat_M_5,Body_dissat_M_6,Body_dissat_M_7_r,Body_dissat_BF_1,Body_dissat_BF_2,Body_dissat_BF_3,Body_dissat_BF_4,Body_dissat_BF_5,QoL_1_Psych_C1,QoL_2_Psych_R4,QoL_5_Psych_MH_7,QoL_7_Psych_SW3,QoL_8_Psych_MH8,QoL_9_Psych_R6,QoL_10_Psych_R1,QoL_12_Psych_MH2,QoL_14_Psych_MH3,QoL_13_Psych_SW2,QoL_16_Psych_MH4,QoL_17_Psych_H2,QoL_18_Psych_MH6,QoL_4_Psych_R7,QoL_20_Psych_H3,QoL_21_Psych_C3,QoL_23_Psych_R1,QoL_25_Psych_H4,QoL_26_Psych_SW1,QoL_27_Psych_H1,QoL_29_Psych_C2,QoL_31_Psych_R3,QoL_33_Psych_MH1,QoL_34_R5,QoL_35_MH5,EDS_bodyweight_1,EDS_bodyweight_2,EDS_bodyweight_3,EDS_bodyweight_4,EDS_bodyweight_5,EDS_bodyweight_6,EDS_bodyweight_7,EDS_bodyweight_8,EDS_bodyweight_9,WBISM_1_r,WBISM_2,WBISM_3,WBISM_4,WBISM_5,WBISM_6,WBISM_7,WBISM_8,WBISM_9_r,WBISM_10,WBISM_11,WeightBias_1,WeightBias_2,WeightBias_3,WeightBias_4,WeightBias_5,WeightBias_6,WeightBias_7_r,WeightBias_8,WeightBias_9_r,WeightBias_10_r,WeightBias_11_r,WeightBias_12_r,WeightBias_13_r,WeightBias_14,WeightBias_15_r,WeightBias_16_r,WeightBias_17_r,WeightBias_18_r,WeightBias_19_r,WeightBias_20_r,SBQR_4,Likelihood,Weight_kilograms_1_New,Weight_Pounds_1_New,Weight_StonesPounds_1_New,Weight_StonesPounds_2_New
2/25/2020 0:00:00,2/25/2020 0:00:00,100,627,f34331a73ebb8cf9e9d125bd97dc3d8e,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,8,1,2, ,98, , ,2,1,2,2,2,1,4,2,2,3,1,2,2,2,2,2,2,1,1,2,2,1,1,2,2,2,2,2,2,2,2,2,2,1,2,2,1,1,1,1,1,1,1,1,1,1,7,1,1,2,2,1,1,1,6,1,1,7,7,7,7,7,7,2,7,1,1,3,4,4,6,2,1,1,1,1,2,1,1, ,187, , 
2/18/2020 0:00:00,2/25/2020 0:00:00,100,636976,a25dd2fd12d724cb7eb14a7f5b5660ce,1,NA,NA,1,NA,2,"3,6",NA,1,NA,NA,NA,3,NA,1,NA,1,NA,5,1,1,47, , , ,5,1,4,3,2,4,3,5,5,5,3,2,4,3,3,3,3,2,3,4,3,3,3,4,3,2,4,2,4,4,3,4,2,3,3,3,3,1,1,1,1,1,1,2,1,1,5,5,6,7,7,5,4,4,2,6,2,4,4,4,4,4,4,4,4,3,4,4,4,4,4,4,4,6,4,4,4,5,1,86, , , 
2/25/2020 0:00:00,2/25/2020 0:00:00,100,584,1f13e641c80a70761e8464f97655cafc,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,7,1,1,77, , , ,4,3,4,2,4,4,3,3,3,2,3,4,4,1,1,3,2,1,2,1,3,1,1,4,1,1,3,2,2,3,2,3,3,2,2,2,1,2,2,2,2,2,2,3,2,2,7,5,4,6,2,4,5,5,4,4,6,4,3,5,2,3,3,3,4,2,2,4,4,4,3,5,4,4,4,4,4,1,6,116, , , 
2/25/2020 0:00:00,2/25/2020 0:00:00,100,44619,025c28382a523624913959e8fe0cdac0,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,3,NA,2,NA,2,NA,5,2,1,69, , , ,5,3,5,3,4,5,3,5,5,5,5,5,4,4,4,4,3,2,3,4,3,3,3,4,4,2,3,2,1,3,4,4,4,3,5,3,4,2,2,3,2,3,2,3,2,2,4,6,6,7,6,5,5,4,2,6,7,4,4,7,3,7,6,4,4,1,1,4,4,4,4,4,2,1,1,1,1,4,1,108, , , 
2/20/2020 0:00:00,2/27/2020 0:00:00,100,624010,870c6d90a191102850acb63016365cbf,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,3,1,2, ,211, , ,5,4,5,5,5,5,1,5,5,5,5,5,4,5,5,5,3,2,3,3,3,4,4,4,4,1,4,4,3,4,3,4,4,4,5,3,4,3,3,2,3,3,3,4,3,2,2,7,7,7,7,7,7,7,1,7,7,5,3,6,6,7,7,2,7,1,1,2,2,2,6,2,2,2,2,2,2,6,3, ,300, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,544,f3f90706db48cb0ba30ca82e65f41937,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,6,3,2, ,56, , ,4,2,4,4,3,4,2,1,3,5,3,4,3,2,3,3,2,1,3,3,3,1,1,1,2,1,2,2,2,3,3,3,3,2,3,2,1,2,2,2,1,1,1,3,3,1,4,5,5,5,5,3,3,3,5,6,5,7,7,7,7,7,7,4,7,1,1,6,4,7,2,6,1,1,1,1,4,3,4, ,145, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,764,10f52972f2db9fd7f203e2cf7c70b942,1,NA,NA,4,NA,1,NA,NA,2,14,NA,1,3,NA,1,NA,1,NA,8,3,2, ,51, , ,5,3,5,3,3,5,2,3,2,4,3,3,5,5,5,4,5,3,3,5,4,5,4,5,5,3,4,5,3,3,5,4,4,5,6,3,5,1,1,1,1,1,1,1,1,1,7,1,2,2,3,2,2,2,6,2,3,7,7,7,5,7,7,1,7,1,1,2,2,2,7,2,1,1,1,1,1,5,1, ,140, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,895,deaebba6efb76715e2c5f37460eebfa5,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,NA,2,NA,7,4,1,98, , , ,2,2,1,1,1,1,3,5,5,5,5,5,2,3,3,3,2,1,4,3,3,3,3,3,2,1,2,2,3,2,1,3,2,3,3,3,2,3,3,2,1,2,1,3,1,1,2,7,5,7,6,7,6,5,2,6,7,3,2,7,5,7,6,4,4,3,4,6,4,6,2,4,4,4,4,4,4,2,1,137, , , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,653,3141e3197611856dedb3899537f4c52e,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,3,2,2, ,76, , ,3,2,4,3,3,3,3,1,1,1,1,1,3,3,3,3,3,2,2,2,3,3,1,3,4,2,3,2,2,3,3,3,3,3,3,3,3,1,1,1,1,1,2,2,2,2,7,1,1,1,1,1,1,1,6,2,1,4,4,4,4,4,3,2,6,2,4,5,6,5,2,6,2,3,2,2,4,3,1, ,165, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,806,e7cf67cf979041725598f5776ec7ef91,1,NA,NA,1,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,4,1,1,66, , , ,3,2,2,2,5,5,3,5,5,5,5,4,3,3,3,4,4,2,2,4,2,4,3,4,4,3,3,3,2,3,4,4,4,4,6,3,3,2,2,1,1,1,1,2,2,2,3,6,7,7,7,6,6,2,2,6,7,4,4,6,4,6,6,2,7,1,1,6,2,6,2,4,4,4,4,4,2,2,2,105, , , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,2301,33e4e908232354e7806cc675553c9b9b,1,NA,NA,3,NA,2,6,NA,1,NA,NA,NA,2,NA,2,NA,1,NA,7,3,1,51, , , ,2,1,1,3,1,4,3,1,5,3,3,4,4,4,2,4,2,1,3,3,2,2,1,3,3,1,2,2,4,1,3,4,2,4,2,1,1,3,1,3,3,1,1,3,4,2,2,7,6,7,5,7,7,6,1,7,7,3,2,7,3,3,1,6,5,5,4,7,7,7,1,7,1,1,1,1,3,2,3,90, , , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,594,c8170fd3c10c16ce25ec84dcc00c165d,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,2,NA,2,NA,2,NA,5,1,3, , ,99,2,3,2,3,1,1,2,3,4,5,5,4,3,3,2,2,3,3,1,3,3,3,1,1,3,2,1,2,2,2,3,3,3,3,3,3,3,2,1,1,1,1,1,1,1,1,1,4,1,2,4,2,1,1,2,3,2,2,5,6,5,3,6,4,2,4,4,2,7,4,7,1,5,3,3,3,3,2,1,1, , ,13,1
2/29/2020 0:00:00,2/29/2020 0:00:00,100,894,6014d2e15d85ab06ca24570a685442f3,1,NA,NA,4,NA,2,"2,9,11",NA,1,NA,NA,NA,3,NA,1,NA,1,NA,4,1,2, ,89, , ,5,5,5,5,5,5,1,5,5,4,3,3,2,2,3,3,3,2,2,4,2,2,2,3,4,1,3,2,2,2,3,4,4,2,3,4,4,1,1,1,1,1,1,1,1,1,5,5,5,6,7,3,4,2,2,6,7,6,5,7,6,7,3,4,3,3,2,7,6,7,1,7,3,3,3,3,1,4,1, ,178, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,11304,c83cef5ad29de8498e557d88614ee708,1,NA,NA,1,NA,2,"3,9",NA,1,NA,NA,NA,3,NA,2,NA,2,NA,8,2,1,30, , , ,3,2,3,2,2,3,3,3,3,3,3,3,3,3,3,3,3,2,2,4,3,3,2,3,2,2,3,2,2,3,2,3,2,4,3,2,2,2,2,2,2,2,2,2,2,2,6,4,5,3,5,3,4,2,4,3,5,4,3,4,3,4,3,4,4,3,4,5,4,5,3,5,4,3,3,3,3,3,1,69, , , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,544,a32b389595ad66238e98b73ed83376d0,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,3,3,2, ,111, , ,4,3,4,4,4,5,1,5,5,4,5,4,3,4,3,3,3,1,2,4,3,2,2,3,1,1,3,3,2,3,2,3,2,4,3,1,2,1,1,1,1,1,1,1,1,1,4,6,6,7,6,5,5,4,2,6,7,6,6,6,6,6,6,2,6,2,2,4,4,5,5,4,4,4,4,4,6,4,1, ,200, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,921,85fd4e26d180e90edf35bc28a16dfb1f,1,NA,NA,1,NA,2,"3,6,9",NA,1,NA,NA,NA,3,NA,2,NA,2,NA,6,1,1,26, , , ,4,4,4,2,4,4,3,1,1,1,1,1,4,4,4,3,2,2,4,3,4,4,3,4,5,3,3,3,4,3,5,5,3,4,5,3,4,1,2,2,2,3,3,3,2,2,4,5,5,3,2,2,2,2,2,4,5,6,5,7,5,5,3,2,7,1,2,3,4,3,3,3,2,1,1,1,3,3,1,65, , , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,667,1ea57f6a41620545bd994c47d16309d8,1,NA,NA,2,NA,2,5,NA,1,NA,NA,NA,2,NA,2,NA,2,NA,6,9,2, ,133, , ,1,3,3,1,3,3,3,5,5,1,3,1,2,5,4,1,1,1,2,1,2,3,1,4,1,1,3,1,2,1,1,5,2,5,1,1,1,1,1,1,1,3,1,1,1,1,7,2,2,2,2,1,1,1,6,1,1,7,3,7,3,6,6,2,7,1,1,2,4,5,4,2,1,1,1,1,1,1,1, ,222, , 
2/29/2020 0:00:00,2/29/2020 0:00:00,100,1029,767d8e5a98263e23d258a50ce1b77d99,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,8,2,2, ,106, , ,4,3,4,3,5,3,2,5,5,4,4,4,2,2,3,2,2,1,1,2,2,3,1,2,2,1,3,3,1,3,2,3,2,3,3,2,2,1,1,1,2,2,1,2,1,1,5,6,6,6,4,2,5,2,2,6,3,7,6,7,5,7,6,5,6,2,1,5,2,3,4,4,1,1,1,1,2,1,2, ,195, , 
3/1/2020 0:00:00,3/1/2020 0:00:00,100,1243,16d9ec1de10827282e7459f22faa0bd6,1,NA,NA,4,NA,2,9,NA,2,14,NA,1,5,NA,1,NA,2,NA,7,3,2, ,96, , ,3,3,4,1,2,5,3,1,1,1,1,1,3,3,3,2,3,1,2,3,3,2,1,2,4,1,3,3,2,2,2,3,2,3,3,2,3,2,2,1,2,1,1,2,1,1,4,2,2,5,2,1,1,1,5,2,2,4,4,6,4,4,4,3,6,2,2,3,3,3,4,3,3,2,2,2,2,1,2, ,185, , 
3/1/2020 0:00:00,3/1/2020 0:00:00,100,1131,0481f99c11acf65ebf31fe5a81364c45,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,5,2,1,27, , , ,5,5,5,5,5,5,1,2,1,1,1,1,5,4,3,4,2,1,3,2,3,3,1,3,3,1,3,2,3,3,3,3,3,4,3,2,3,1,1,1,1,1,1,1,1,1,5,5,4,5,4,2,2,2,4,3,7,6,6,7,7,7,3,4,7,2,2,6,4,7,2,6,2,1,1,2,2,1,2,66, , , 
3/2/2020 0:00:00,3/2/2020 0:00:00,100,996,182a3c59721548e7dd6366dcb98534f0,1,NA,NA,2,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,6,NA,3,3,0, , , , ,3,2,3,3,3,4,3,5,5,2,4,3,2,2,2,3,2,2,2,3,1,2,1,2,2,1,2,2,2,3,1,3,3,2,2,2,1,4,4,3,5,3,3,4,2,3,4,7,6,7,5,5,6,7,3,7,7,7,7,7,7,7,7,1,7,1,1,1,1,1,7,1,1,1,1,1,1,2,3, , , , 
3/2/2020 0:00:00,3/2/2020 0:00:00,100,594,5e8c83d0683236afd8a06d04aed0684b,1,NA,NA,3,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,2,NA,5,1,1,76, , , ,3,3,2,2,2,2,1,4,5,5,4,4,4,3,3,4,3,1,3,3,3,4,2,3,3,1,3,3,2,3,1,4,2,3,3,2,2,2,2,1,1,1,1,3,2,2,2,6,6,7,6,5,5,2,2,4,5,6,6,6,6,6,6,4,6,2,4,5,4,5,3,4,2,2,2,1,2,3,1,115, , , 
3/3/2020 0:00:00,3/3/2020 0:00:00,100,1228,d464e6fe4ba8f1ecb704f1b7ee594699,1,NA,NA,4,NA,2,"2,6,8",NA,1,NA,NA,NA,3,NA,1,NA,1,NA,7,4,2, ,76, , ,3,3,3,3,3,3,3,3,2,2,1,1,3,2,2,2,2,1,2,2,3,2,1,2,3,1,2,2,1,3,2,2,2,2,2,1,3,2,2,2,1,1,1,2,1,1,4,2,2,2,2,1,2,1,6,2,2,6,3,6,6,6,2,2,4,2,2,6,2,7,3,6,2,2,2,2,3,1,1, ,165, , 
2/29/2020 0:00:00,3/3/2020 0:00:00,100,212842,a5baf657b59c192838b75d94df15e156,1,NA,NA,4,NA,1,NA,NA,1,NA,NA,NA,3,NA,1,NA,1,NA,7,1,2, ,81, , ,4,3,5,2,3,5,4,1,1,1,1,1,2,4,3,3,2,4,2,5,2,2,1,NA,4,3,2,1,2,2,1,2,3,4,4,3,2,1,1,1,2,3,1,1,2,1,5,2,1,1,1,2,1,1,5,2,1,7,7,7,5,7,6,4,3,7,5,4,4,4,4,4,7,5,3,1,4,1,1, ,170, , 
3/3/2020 0:00:00,3/3/2020 0:00:00,100,676,b4c88e9b624690cae064a65eec9831c2,1,NA,NA,3,NA,2,"3,4",NA,1,NA,NA,NA,3,NA,1,NA,2,NA,10,3,1,76, , , ,4,2,4,4,4,5,1,5,5,5,5,5,2,3,3,3,2,1,1,3,2,3,1,3,3,3,3,2,1,3,1,3,3,3,2,1,1,3,3,2,2,3,3,3,1,1,7,7,6,7,7,7,7,6,1,7,7,4,2,2,4,7,7,4,7,1,1,1,1,7,1,4,4,4,4,4,6,1,1,115, , , 
